Cinema,First day of screening,Screening Days,Title (original),IMDB ID
Театр киноактера / Teatr kinoaktera,06/09/1949,2,Чапаев,24966
Орион / Orion,06/09/1949,3,Яков Свердлов,33277
Аврора / Avrora,07/09/1949,3,Боксеры,1989466
Таганский / Taganskiĭ,07/09/1949,3,Возвращение,Unknown: kinopoisk.ru
Авангард / Avangard,07/09/1949,5,Любимая девушка,173996
Молот / Molot,07/09/1949,3,Машенька,35044
Луч / Luch,07/09/1949,7,Они не скроются,38769
Спартак / Spartak,07/09/1949,3,Поезд идет на восток,41755
Мир / Mir,07/09/1949,3,Светлый путь,33119
Луч / Luch,07/09/1949,3,Сокровища Ценского ущелья,268709
Искра / Iskra,07/09/1949,3,Юность Максима,27235
Уран / Uran,08/09/1949,2,Возвращение с победой,202664
Театр киноактера / Teatr kinoaktera,08/09/1949,2,Волга-Волга,30947
Кадр / Kadr,08/09/1949,2,Машенька,35044
Салют / Saliut,08/09/1949,2,Минин и Пожарский,31654
им. III Интернационала / im. III Internatsionala,08/09/1949,2,Новый Гулливер,26793
Октябрь / Oktiabr',08/09/1949,2,Торговцы жизнью,32111
Смена / Smena,09/09/1949,8,Встреча в джунглях,239357
Орион / Orion,09/09/1949,1,Партийный билет,28089
Заря / Zaria,09/09/1949,3,Подвиг разведчика,39716
Спартак / Spartak,09/09/1949,4,Подкидыш,18482
Юный зритель / IUnyĭ zritel',09/09/1949,4,Райнис,41781
Кадр / Kadr,09/09/1949,4,Солистка балета,39789
Заря / Zaria,09/09/1949,3,Центр нападения,240135
Аврора / Avrora,12/09/1949,2,Антон Иванович сердится,33346
Арс / Ars,12/09/1949,3,Аршин Мал-Алан,37520
Родина / Rodina,12/09/1949,4,Без вины виноватые,37540
Измайловский ПКиО имени Сталина / Izmaĭlovskiĭ PKiO imeni Stalina,12/09/1949,1,Боксеры,1989466
Диск / Disk,12/09/1949,2,Большая жизнь,32268
Наука и знание / Nauka i znanie,12/09/1949,6,В лесах Южной Америки,9458184
Мир / Mir,12/09/1949,2,Великий гражданин 1 серия,29726
Мир / Mir,12/09/1949,2,Великий гражданин 2 серия,29726
Аквариум / Akvarium,12/09/1949,9,Дело Артамоновых,33522
Аврора / Avrora,12/09/1949,4,Комсомольск,30331
Динамо / Dinamo,12/09/1949,11,Константин Заслонов,41560
Ждановский ПКиО / Zhdanovskiĭ PKiO ,12/09/1949,6,Константин Заслонов,41560
им. III Интернационала / im. III Internatsionala,12/09/1949,6,Константин Заслонов,41560
Колизей / Kolizeĭ,12/09/1949,6,Константин Заслонов,41560
Метрополь / Metropol',12/09/1949,53,Константин Заслонов,41560
Москва / Moskva,12/09/1949,6,Константин Заслонов,41560
ПКиО Сокольники / PKIO Sokol'niki,12/09/1949,6,Константин Заслонов,41560
Октябрь / Oktiabr',12/09/1949,6,Константин Заслонов,41560
Орион / Orion,12/09/1949,6,Константин Заслонов,41560
Перекоп / Perekop,12/09/1949,6,Константин Заслонов,41560
Призыв / Prizyv,12/09/1949,6,Константин Заслонов,41560
Родина / Rodina,12/09/1949,10,Константин Заслонов,41560
Салют / Saliut,12/09/1949,6,Константин Заслонов,41560
Таганский / Taganskiĭ,12/09/1949,6,Константин Заслонов,41560
Театр киноактера / Teatr kinoaktera,12/09/1949,10,Константин Заслонов,41560
Ударник / Udarnik,12/09/1949,6,Константин Заслонов,41560
Уран / Uran,12/09/1949,6,Константин Заслонов,41560
Форум / Forum,12/09/1949,6,Константин Заслонов,41560
Художественный / Khudozhestvennyĭ,12/09/1949,10,Константин Заслонов,41560
Центральный / Tsentral'nyĭ,12/09/1949,6,Константин Заслонов,41560
ЦПКиО им. Горького / TSPKiO im. Gor'kogo,12/09/1949,6,Константин Заслонов,41560
Шторм / Shtorm,12/09/1949,6,Константин Заслонов,41560
Эрмитаж / Ėrmitazh,12/09/1949,6,Константин Заслонов,41560
Искра / Iskra,12/09/1949,2,Летучая мышь,37705
Искра / Iskra,12/09/1949,2,Ночь в сентябре,31728
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,12/09/1949,8,Парень из нашего города,33801
Юный зритель / IUnyĭ zritel',12/09/1949,1,Парень из нашего города,33801
Салют / Saliut,12/09/1949,5,Петр Первый 1 серия,29405
Молот / Molot,12/09/1949,3,Пятый океан,232418
Луч / Luch,12/09/1949,3,Сердца четырех,38533
Арс / Ars,12/09/1949,1,Сталинградская битва 1 серия,41916
Театр киноактера / Teatr kinoaktera,13/09/1949,1,Бэмби,34492
Молот / Molot,13/09/1949,5,Встреча в джунглях,239357
Арс / Ars,13/09/1949,6,Встреча на Эльбе,42029
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,13/09/1949,10,Дело Артамоновых,33522
Заря / Zaria,13/09/1949,3,Иван Грозный,37824
Измайловский ПКиО имени Сталина / Izmaĭlovskiĭ PKiO imeni Stalina,13/09/1949,2,Маскарад,33886
Смена / Smena,13/09/1949,3,Нашествие,37937
Заря / Zaria,13/09/1949,3,Невидимый идет по городу,24724
Баррикады / Barrikady,13/09/1949,6,Снежная фантазия,36519
Диск / Disk,13/09/1949,4,Снежная фантазия,36519
Мир / Mir,13/09/1949,6,Снежная фантазия,36519
Спартак / Spartak,13/09/1949,10,Снежная фантазия,36519
Экспресс / Ėkspress,13/09/1949,6,Черевички,5125104
Юный зритель / IUnyĭ zritel',14/09/1949,6,Боксеры,1989466
Аврора / Avrora,14/09/1949,3,Во имя жизни,39085
Юный зритель / IUnyĭ zritel',14/09/1949,6,Гибель Титаника,36443
Искра / Iskra,14/09/1949,6,Константин Заслонов,41560
Аврора / Avrora,14/09/1949,4,Мишка-аристократ,41676
Авангард / Avangard,14/09/1949,9,Снежная фантазия,36519
Аквариум / Akvarium,14/09/1949,8,Снежная фантазия,36519
Измайловский ПКиО имени Сталина / Izmaĭlovskiĭ PKiO imeni Stalina,14/09/1949,3,Снежная фантазия,36519
Искра / Iskra,14/09/1949,2,Снежная фантазия,36519
Кадр / Kadr,14/09/1949,12,Снежная фантазия,36519
Диск / Disk,15/09/1949,2,Пугачев,29449
Арс / Ars,15/09/1949,3,Русский вопрос,39790
Молот / Molot,15/09/1949,6,Сказание о земле сибирской,39833
Луч / Luch,15/09/1949,2,Снежная фантазия,36519
Родина / Rodina,16/09/1949,3,Волга-Волга,30947
Хроника / Khronika,16/09/1949,2,Иван Петрович Павлов,Unknown
Смена / Smena,16/09/1949,2,Машенька,35044
Заря / Zaria,16/09/1949,3,Она защищает Родину ,36236
Наука и знание / Nauka i znanie,16/09/1949,2,Пирогов,39710
Заря / Zaria,16/09/1949,4,Снежная фантазия,36519
Юный зритель / IUnyĭ zritel',17/09/1949,1,Первоклассница,40689
Аврора / Avrora,17/09/1949,3,Семеро смелых,28237
им. III Интернационала / im. III Internatsionala,19/09/1949,2,Аршин Мал-Алан,37520
Луч / Luch,19/09/1949,4,Без вины виноватые,37540
Эрмитаж / Ėrmitazh,19/09/1949,4,Без вины виноватые,37540
Перекоп / Perekop,19/09/1949,4,Богдан Хмельницкий,33422
Таганский / Taganskiĭ,19/09/1949,4,В шесть часов вечера после войны,37423
ЦПКиО им. Горького / TSPKiO im. Gor'kogo,19/09/1949,4,Веселые ребята,25946
Динамо / Dinamo,19/09/1949,4,Восстание в пустыне,31570
Ждановский ПКиО / Zhdanovskiĭ PKiO ,19/09/1949,4,Восстание в пустыне,31570
им. III Интернационала / im. III Internatsionala,19/09/1949,4,Восстание в пустыне,31570
Колизей / Kolizeĭ,19/09/1949,4,Восстание в пустыне,31570
Метрополь / Metropol',19/09/1949,9,Восстание в пустыне,31570
Москва / Moskva,19/09/1949,4,Восстание в пустыне,31570
Орион / Orion,19/09/1949,4,Восстание в пустыне,31570
Перекоп / Perekop,19/09/1949,4,Восстание в пустыне,31570
ПКиО Сокольники / PKIO Sokol'niki,19/09/1949,4,Восстание в пустыне,31570
Призыв / Prizyv,19/09/1949,4,Восстание в пустыне,31570
Родина / Rodina,19/09/1949,4,Восстание в пустыне,31570
Салют / Saliut,19/09/1949,4,Восстание в пустыне,31570
Таганский / Taganskiĭ,19/09/1949,4,Восстание в пустыне,31570
Театр киноактера / Teatr kinoaktera,19/09/1949,4,Восстание в пустыне,31570
Ударник / Udarnik,19/09/1949,4,Восстание в пустыне,31570
Уран / Uran,19/09/1949,4,Восстание в пустыне,31570
Форум / Forum,19/09/1949,4,Восстание в пустыне,31570
Художественный / Khudozhestvennyĭ,19/09/1949,4,Восстание в пустыне,31570
Центральный / Tsentral'nyĭ,19/09/1949,4,Восстание в пустыне,31570
ЦПКиО им. Горького / TSPKiO im. Gor'kogo,19/09/1949,4,Восстание в пустыне,31570
Шторм / Shtorm,19/09/1949,4,Восстание в пустыне,31570
Эрмитаж / Ėrmitazh,19/09/1949,4,Восстание в пустыне,31570
Уран / Uran,19/09/1949,4,Высокая награда,337446
Наука и знание / Nauka i znanie,19/09/1949,5,Долина реки Вахш,Unknown
ПКиО Сокольники / PKIO Sokol'niki,19/09/1949,4,Жди меня,36558
Измайловский ПКиО имени Сталина / Izmaĭlovskiĭ PKiO imeni Stalina,19/09/1949,2,Индийская гробница 2 серия,30271
Октябрь / Oktiabr',19/09/1949,3,Комендант птичьего острова,22065
Диск / Disk,19/09/1949,4,Константин Заслонов,41560
Ждановский ПКиО / Zhdanovskiĭ PKiO ,19/09/1949,4,Любимая девушка,173996
Кадр / Kadr,19/09/1949,3,Маскарад,33886
Наука и знание / Nauka i znanie,19/09/1949,3,Миклухо-Маклай,40972
